what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426565868360
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1426565869373
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426565873502
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426566014254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426566018063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426566028087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426566029742
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426566031270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426566032458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426566051573
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426566053142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426566054549
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1426566054670
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426566054836
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1426566055210
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1426566055211
stopped,bundle,com.altera.debug.cdi.gdb.plugin,14.0.0.200,"com.altera.debug.cdi.gdb.plugin",1426566055212
stopped,bundle,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch",1426566056211
stopped,bundle,com.altera.sbt4e.launch,14.0.0.200,"com.altera.sbt4e.launch",1426566056212
stopped,bundle,com.altera.sbtgui.ui,14.0.0.200,"com.altera.sbtgui.ui",1426566056214
stopped,bundle,com.altera.sbtgui.project,14.0.0.200,"com.altera.sbtgui.project",1426566056214
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1426566056215
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1426566056215
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1426566056215
