what,kind,bundleId,bundleVersion,description,time
java.specification.name,sysinfo,,,"Java Platform API Specification",1426558166633
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1426558166633
java.specification.version,sysinfo,,,"1.6",1426558166633
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1426558166633
java.version,sysinfo,,,"1.6.0_23",1426558166633
java.vm.info,sysinfo,,,"mixed mode",1426558166633
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1426558166633
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1426558166633
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1426558166633
java.vm.specification.version,sysinfo,,,"1.0",1426558166633
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1426558166633
java.vm.version,sysinfo,,,"19.0-b09",1426558166633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558166657
started,bundle,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch",1426558166703
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1426558169573
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558176945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558178806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558184795
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558187307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558188672
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426558189830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558195252
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558253690
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426558256261
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426558256319
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426558272590
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426558361807
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426558361843
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426558362997
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426558375429
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426558377600
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426558381075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558383112
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1426558383142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558388458
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1426558449466
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426558449812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558449832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558455373
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1426558457288
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1426558457946
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1426558457951
started,bundle,com.altera.sbt4e.launch,14.0.0.200,"com.altera.sbt4e.launch",1426558457956
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1426558458567
started,bundle,com.altera.debug.cdi.gdb.plugin,14.0.0.200,"com.altera.debug.cdi.gdb.plugin",1426558460623
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558461343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558466536
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426558466550
opened,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426558470871
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1426558471214
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1426558471228
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1426558471231
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1426558471233
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1426558471246
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426558474049
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1426558475908
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426558480201
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426558489788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558491660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558492765
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426558518745
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426558523971
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426558535364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558565614
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558566460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558570525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558571411
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426558609762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558611833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1426558611866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558620840
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426558620991
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426558621792
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558624131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558626907
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426558628332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558629845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426558648736
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426558656801
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1426558733244
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1426559223901
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1426559226729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426559227043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426559235756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426559243726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426559244502
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426559248413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426559249933
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426559249941
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426559254068
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426559256559
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1426559257513
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426559261845
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426559276570
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426559347385
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426559359555
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426559360442
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1426559364381
opened,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426559364528
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426559364633
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1426559364833
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1426559364856
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1426559364892
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1426559366111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426559369995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426559374405
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1426559375843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426559376209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426559380180
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1426559383152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426559386457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426559388242
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426559388258
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426559392211
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426559394830
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1426559395825
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426559400041
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1426559400810
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426559401741
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426559458998
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426559503697
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426559507546
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426559510074
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426559568037
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426559568777
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426559570344
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426559572320
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426559573736
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1426559631568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426559654817
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426559673024
